name,중량,칼로리,탄수화물,당류,지방,단백질,나트륨,source,basis
한울전통복숭아쌈장,100.0,194.0,36.04,23.68,2.98,5.86,2681.0,전국통합,100g
한울포기김치,100.0,31.0,5.0,2.0,0.0,2.0,438.0,전국통합,100g
한울홍게맛액젓,100.0,39.0,4.33,0.0,0.0,5.48,7993.0,전국통합,100g
한울홍게맛장소스,100.0,14.0,1.59,0.16,0.0,1.88,5738.0,전국통합,100g
한원 초코 미니 붕어빵,100.0,290.0,38.0,7.0,14.0,3.0,330.0,전국통합,100g
한원관 부대찌개,100.0,59.0,4.33,0.76,2.79,4.12,447.0,전국통합,100g
한원관 뼈없는 갈비탕,100.0,26.0,2.55,0.0,0.58,2.63,345.0,전국통합,100g
한원관 설렁탕,100.0,24.0,0.92,0.03,0.88,3.03,232.0,전국통합,100g
한월관 한우고기곰탕,100.0,29.0,0.05,0.0,1.19,4.64,30.0,전국통합,100g
한월당 찰보리빵,100.0,250.0,45.36,18.57,5.0,6.07,299.0,전국통합,100g
한월당 찰보리호두과자,100.0,320.0,43.33,22.0,12.67,7.33,167.0,전국통합,100g
한유품 레몬무뼈닭발,100.0,169.0,10.0,5.0,8.0,15.0,489.0,전국통합,100g
한유품 마라고동,100.0,150.0,8.0,1.0,3.0,22.0,496.0,전국통합,100g
한우해초아기밥,100.0,917.0,177.78,5.56,8.33,33.33,400.0,전국통합,100g
한우해초영양진밥,100.0,85.0,12.2,0.0,2.2,4.2,56.0,전국통합,100g
한우현미연근죽,100.0,100.0,15.5,0.2,2.35,4.5,10.0,전국통합,100g
한우현미죽밀키트,100.0,287.0,42.55,0.0,6.17,12.77,21.0,전국통합,100g
한우현미청경채무른밥,100.0,104.0,16.25,0.13,2.5,4.58,8.0,전국통합,100g
한우현미치즈진밥,100.0,108.0,16.0,0.5,2.5,5.5,55.0,전국통합,100g
한우호두아기밥,100.0,98.0,12.5,1.0,2.6,6.11,15.0,전국통합,100g
한우호박영양밥,100.0,106.0,16.67,0.83,2.5,4.58,10.0,전국통합,100g
한우황금팽이덮밥,100.0,49.0,5.7,1.0,1.5,3.1,110.0,전국통합,100g
한우흑미배죽,100.0,72.0,11.25,0.0,1.44,3.13,6.0,전국통합,100g
한우흑미숙주죽,100.0,72.0,10.56,0.0,1.83,3.33,14.0,전국통합,100g
한우흑미영양진밥,100.0,81.0,15.6,0.4,0.7,3.1,6.0,전국통합,100g
한우흑미죽,100.0,71.0,13.55,0.15,0.77,2.35,3.0,전국통합,100g
한우흑미콜리플라워영양밥,100.0,119.0,19.59,0.42,2.5,4.58,8.0,전국통합,100g
한우흑임자대추진밥,100.0,82.0,10.71,0.75,2.1,5.08,16.0,전국통합,100g
한우흑임자두부죽,100.0,85.0,10.62,1.25,2.66,4.52,16.0,전국통합,100g
한우흰살생선죽,100.0,47.0,8.33,0.56,0.61,2.22,6.0,전국통합,100g
한우흰콩밥,100.0,137.0,20.67,1.33,3.0,6.67,67.0,전국통합,100g
한울 누룽지,100.0,420.0,100.0,0.0,0.0,7.0,50.0,전국통합,100g
한울 맛김치(볶음용),100.0,32.0,4.0,3.0,0.0,3.0,605.0,전국통합,100g
한울 매운 실비김치,100.0,76.0,12.27,5.55,0.93,4.63,628.0,전국통합,100g
한우표고버섯미역죽밀키트(쌀제외),100.0,51.0,2.22,0.0,2.67,4.89,24.0,전국통합,100g
한우표고버섯배죽,100.0,69.0,10.63,0.0,1.5,3.13,6.0,전국통합,100g
한우표고버섯아기밥,100.0,98.0,14.89,0.67,2.07,4.89,12.0,전국통합,100g
한우표고참나물죽,100.0,92.0,14.44,0.0,2.06,3.89,11.0,전국통합,100g
한우표고청경채죽,100.0,82.0,10.79,0.57,2.39,4.43,15.0,전국통합,100g
한우표고탕,100.0,36.0,1.43,0.71,1.93,2.86,73.0,전국통합,100g
한우품은 한돈 머쉬룸스테이크,100.0,269.0,6.74,2.54,21.09,13.16,322.0,전국통합,100g
한우품은 함박스테이크,100.0,240.0,10.63,6.75,15.8,13.93,360.0,전국통합,100g
한우퓨레,100.0,157.0,6.67,0.0,8.73,12.67,173.0,전국통합,100g
한우퓨레 145g,100.0,162.0,6.9,0.0,9.04,13.1,179.0,전국통합,100g
한우프렌치빈계란볶음밥,100.0,101.0,18.67,1.33,1.53,3.33,95.0,전국통합,100g
한우프렌치빈볶음,100.0,96.0,5.33,0.67,4.87,8.0,111.0,전국통합,100g
한우하이라이스소스,100.0,75.0,9.05,1.83,2.18,4.81,338.0,전국통합,100g
한우한돈 떡갈비츠쿠네,100.0,255.0,36.0,2.0,9.0,13.0,370.0,전국통합,100g
한우한마리 고기곰탕,100.0,58.0,0.0,0.0,2.95,7.54,40.0,전국통합,100g
한우한마리 찐곰탕,100.0,24.0,0.0,0.0,0.65,4.15,29.0,전국통합,100g
한우한마리 찐곰탕(냉동),100.0,24.0,0.0,0.0,0.77,4.29,34.0,전국통합,100g
한우한마리탕,100.0,57.0,0.78,0.14,3.32,6.04,6.0,전국통합,100g
한우한입수육,100.0,128.0,1.25,0.0,3.13,23.75,70.0,전국통합,100g
한우함박스테이크,100.0,151.0,12.5,6.21,7.11,9.27,496.0,전국통합,100g
한우투뿔큐브스테이크,100.0,202.0,5.1,1.8,11.3,20.0,138.0,전국통합,100g
한우트러플버섯불고기피자,100.0,288.0,25.67,5.31,15.93,10.62,425.0,전국통합,100g
한우특+뿔면,100.0,496.0,76.2,1.09,16.68,10.44,1805.0,전국통합,100g
한우파개장,100.0,23.0,2.6,0.6,0.66,1.6,350.0,전국통합,100g
한우파래죽,100.0,64.0,11.65,0.3,0.57,3.0,18.0,전국통합,100g
한우파육개장,100.0,23.0,1.75,1.13,0.63,2.5,247.0,전국통합,100g
한우파프리카볶음,100.0,58.0,4.67,2.0,1.73,6.0,10.0,전국통합,100g
한우팽이김가루영양밥,100.0,113.0,17.92,0.29,2.5,4.58,10.0,전국통합,100g
한우팽이버섯볶음,100.0,42.0,5.0,1.0,0.7,4.0,50.0,전국통합,100g
한우팽이버섯비트진밥,100.0,105.0,16.11,0.56,2.28,5.0,28.0,전국통합,100g
한우팽이버섯참깨배추죽 밀키트(베이직),100.0,90.0,3.61,0.0,5.05,8.65,32.0,전국통합,100g
한우팽이버섯참깨배추죽 밀키트(육수포함),100.0,45.0,1.73,0.35,2.43,4.16,17.0,전국통합,100g
한우팽이버섯참깨죽밀키트,100.0,124.0,20.13,1.26,2.52,5.03,9.0,전국통합,100g
한우팽이버섯참깨죽밀키트(쌀제외),100.0,56.0,2.88,1.65,2.88,4.53,10.0,전국통합,100g
한우팽이아기밥,100.0,88.0,15.0,0.63,1.75,3.13,34.0,전국통합,100g
한우팽이애호박영양밥,100.0,113.0,18.34,0.38,2.5,4.58,15.0,전국통합,100g
한우팽이양배추무른밥,100.0,100.0,15.0,0.29,2.5,4.58,15.0,전국통합,100g
한우표고감자무른밥,100.0,106.0,16.67,0.13,2.5,4.58,8.0,전국통합,100g
한우표고버섯깨죽,100.0,78.0,11.25,0.0,1.94,3.75,6.0,전국통합,100g
한우표고버섯들깨죽,100.0,78.0,10.31,1.21,1.76,5.17,153.0,전국통합,100g
한우표고버섯미역죽밀키트,100.0,125.0,20.67,0.23,2.33,5.33,18.0,전국통합,100g
한우클라쓰 한우 갈비탕,100.0,56.0,0.3,0.2,1.2,11.0,143.0,전국통합,100g
한우탕,100.0,115.0,2.0,0.0,2.1,18.0,200.0,전국통합,100g
한우탕국,100.0,45.0,2.14,0.71,2.5,3.57,77.0,전국통합,100g
한우태백산곰탕,100.0,8.0,0.0,0.0,0.2,1.63,19.0,전국통합,100g
한우테프숙주감자된죽,100.0,80.0,14.0,0.07,0.93,3.93,8.0,전국통합,100g
한우테프숙주감자무른밥,100.0,101.0,18.33,0.07,1.07,4.6,9.0,전국통합,100g
한우테프숙주감자죽,100.0,72.0,12.67,0.07,0.8,3.47,7.0,전국통합,100g
한우테프숙주감자진밥,100.0,109.0,19.73,0.07,1.13,5.0,9.0,전국통합,100g
한우테프숙주무진밥,100.0,103.0,18.33,0.07,1.13,4.93,11.0,전국통합,100g
한우토마토감자덮밥소스,100.0,64.0,12.0,1.0,0.0,4.0,22.0,전국통합,100g
한우토마토스튜,100.0,89.0,5.33,2.67,4.47,6.67,87.0,전국통합,100g
한우토마토스파게티,100.0,132.0,20.4,3.4,3.65,4.3,181.0,전국통합,100g
한우토마토스파게티(밀키트),100.0,129.0,22.26,1.61,2.87,4.45,120.0,전국통합,100g
한우토마토영양밥,100.0,113.0,17.92,0.42,2.5,4.58,8.0,전국통합,100g
한우토마토탕,100.0,20.0,2.0,1.33,0.4,2.0,53.0,전국통합,100g
한우토핑초기,100.0,127.0,7.4,1.5,5.1,13.0,29.0,전국통합,100g
한우토핑후기,100.0,131.0,7.4,3.0,4.9,14.2,35.0,전국통합,100g
한우톳부추옹근죽,100.0,69.0,11.9,1.5,0.8,3.5,8.0,전국통합,100g
한우투뿔구이,100.0,171.0,4.0,1.33,8.67,19.33,131.0,전국통합,100g
한우케일새송이죽,100.0,67.0,11.53,0.0,0.8,3.47,8.0,전국통합,100g
한우콜리플라워녹미영양밥,100.0,121.0,20.0,0.21,2.5,4.58,8.0,전국통합,100g
한우콜리플라워아기밥,100.0,98.0,14.89,0.67,2.07,4.89,12.0,전국통합,100g
한우콜리플라워연어진밥,100.0,65.0,11.11,0.5,0.95,3.33,13.0,전국통합,100g
한우콜리플라워죽,100.0,83.0,11.67,0.56,2.11,4.45,25.0,전국통합,100g
한우콜리플라워진밥,100.0,82.0,10.71,0.75,2.1,5.08,16.0,전국통합,100g
한우콩나물다시마탕,100.0,38.0,2.14,0.71,1.93,2.86,81.0,전국통합,100g
한우콩나물된장국,100.0,12.0,1.0,0.0,0.0,2.0,170.0,전국통합,100g
한우콩나물배춧국,100.0,27.0,1.33,1.33,1.13,2.67,107.0,전국통합,100g
한우콩나물버섯죽,100.0,79.0,14.82,0.3,0.82,3.06,4.0,전국통합,100g
한우콩나물속풀이죽,100.0,71.0,13.57,0.0,0.71,2.86,213.0,전국통합,100g
한우콩나물진밥,100.0,73.0,14.6,0.4,0.7,2.1,7.0,전국통합,100g
한우콩비지찌개,100.0,27.0,2.0,0.67,1.07,2.0,70.0,전국통합,100g
한우퀴노아감자영양밥,100.0,121.0,19.59,0.33,2.5,5.0,10.0,전국통합,100g
한우퀴노아브로콜리죽,100.0,69.0,11.67,0.56,1.28,2.78,19.0,전국통합,100g
한우퀴노아조림,100.0,110.0,7.33,2.67,5.33,8.0,92.0,전국통합,100g
한우퀴노아흑미무른밥,100.0,102.0,14.5,1.5,2.45,5.0,17.0,전국통합,100g
한우큐리아기밥,100.0,88.0,16.25,1.25,1.25,2.5,100.0,전국통합,100g
한우큐리진밥,100.0,69.0,12.78,1.11,0.94,2.22,78.0,전국통합,100g
한우클라쓰 한우 갈비찜,100.0,165.0,8.0,5.7,10.5,9.6,749.0,전국통합,100g
한우컬리플라워비트배죽밀키트(쌀제외),100.0,56.0,2.56,0.0,2.56,5.13,28.0,전국통합,100g
한우컬리플라워양파죽밀키트,100.0,123.0,18.72,0.85,2.98,5.53,13.0,전국통합,100g
한우컬리플라워양파죽밀키트(쌀제외),100.0,56.0,1.67,1.11,2.78,5.56,17.0,전국통합,100g
한우컬리플라워죽 밀키트,100.0,205.0,32.0,0.0,4.4,9.0,25.0,전국통합,100g
한우컬리플라워죽 밀키트(2회분),100.0,173.0,26.67,0.0,3.87,8.0,27.0,전국통합,100g
한우컬리플라워죽 밀키트(쌀제외/2식),100.0,90.0,2.82,0.0,4.8,10.0,40.0,전국통합,100g
한우컬리플라워채소죽밀키트(쌀제외),100.0,50.0,1.9,0.95,2.38,4.76,19.0,전국통합,100g
한우케일가지된죽,100.0,75.0,12.93,0.2,0.93,3.8,9.0,전국통합,100g
한우케일가지수수무른밥,100.0,97.0,17.47,0.2,1.07,4.53,10.0,전국통합,100g
한우케일가지수수진밥,100.0,105.0,18.67,0.27,1.13,4.93,11.0,전국통합,100g
한우케일가지죽,100.0,68.0,11.8,0.2,0.8,3.4,8.0,전국통합,100g
한우케일감자기장무른밥,100.0,102.0,18.4,0.0,1.07,4.6,11.0,전국통합,100g
한우케일감자기장진밥,100.0,110.0,19.8,0.07,1.2,5.13,12.0,전국통합,100g
한우케일감자된죽,100.0,79.0,13.73,0.0,0.93,3.87,9.0,전국통합,100g
한우케일감자들깨무른밥,100.0,104.0,17.93,0.0,1.53,4.67,11.0,전국통합,100g
한우케일감자들깨진밥,100.0,113.0,19.33,0.07,1.67,5.2,12.0,전국통합,100g
한우케일감자죽,100.0,69.0,12.07,0.0,0.8,3.4,8.0,전국통합,100g
한우케일사과죽,100.0,86.0,13.33,0.56,2.06,3.33,11.0,전국통합,100g
한우케일새송이된죽,100.0,76.0,13.13,0.0,0.93,3.93,9.0,전국통합,100g
한우케일새송이수수무른밥,100.0,99.0,17.67,0.0,1.07,4.67,11.0,전국통합,100g
한우케일새송이수수진밥,100.0,108.0,18.93,0.07,1.2,5.27,12.0,전국통합,100g
헬로 쇠고기 미트볼,100.0,159.0,5.0,1.0,8.2,16.3,363.0,전국통합,100g
헬로 아이스 복숭아아이스티,100.0,39.0,10.0,9.13,0.0,0.0,4.0,전국통합,100g
헬로 아이스 블루레몬에이드,100.0,39.0,10.0,8.7,0.0,0.0,7.0,전국통합,100g
헬로 아이스 블루베리에이드,100.0,35.0,8.7,7.83,0.0,0.0,7.0,전국통합,100g
헬로 아이스 석류에이드,100.0,39.0,9.57,8.26,0.0,0.0,7.0,전국통합,100g
헬로 아이스 수박에이드,100.0,39.0,10.0,9.13,0.0,0.0,9.0,전국통합,100g
헬로 아이스 청포도에이드,100.0,22.0,5.65,5.22,0.0,0.0,7.0,전국통합,100g
헬로 아이스 키위에이드,100.0,39.0,10.0,9.13,0.0,0.0,7.0,전국통합,100g
헬로 아이스 패션망고에이드,100.0,33.0,8.26,7.39,0.0,0.0,7.0,전국통합,100g
헬로 유자베이스,100.0,238.0,59.02,51.93,0.02,0.39,9.0,전국통합,100g
헬로 자몽에이드,100.0,215.0,51.0,49.0,0.0,4.0,10.0,전국통합,100g
헬로 청포도에이드,100.0,255.0,63.0,55.0,0.0,0.0,10.0,전국통합,100g
헬로 팬돌이 블루,100.0,23.0,5.89,5.0,0.0,0.0,7.0,전국통합,100g
헬로 팬돌이 솜사탕향,100.0,23.0,5.71,5.0,0.0,0.0,7.0,전국통합,100g
헬로 포티 콜라겐,100.0,387.0,0.49,0.4,0.85,94.45,257.0,전국통합,100g
헬로 프로폴리스 캔디 더블 스트랜스,100.0,351.0,87.86,69.29,0.0,0.0,74.0,전국통합,100g
헬로 프로폴리스 캔디 오리지널,100.0,357.0,89.29,69.29,0.0,0.0,74.0,전국통합,100g
헬로 한세 서울 바나나 칼슘두유,100.0,61.0,8.95,7.9,2.05,1.58,74.0,전국통합,100g
헤파골드,100.0,57.0,14.0,12.0,0.0,0.0,4.0,전국통합,100g
헤파클리어 스틱 젤리 망고맛,100.0,73.0,17.41,0.55,0.35,0.12,33.0,전국통합,100g
헤파클리어 스틱 젤리 사과맛,100.0,76.0,18.09,0.91,0.37,0.12,34.0,전국통합,100g
헥사리얼 후라이드 통새우꼬치,100.0,251.0,18.9,0.0,15.9,8.15,261.0,전국통합,100g
헨리윌리히 갈릭 치즈,100.0,402.0,0.0,0.0,34.0,24.0,800.0,전국통합,100g
헨리윌리히 고다 마일드 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헨리윌리히 고다 영 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헨리윌리히 고다 쿠민 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헨리윌리히 레드 칠리페퍼 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헨리윌리히 블랙 트러플 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헨리윌리히 산양 치즈,100.0,402.0,0.0,0.0,34.0,24.0,800.0,전국통합,100g
헨리윌리히 허브 앤 갈릭 치즈,100.0,383.0,0.0,0.0,31.0,26.0,800.0,전국통합,100g
헬라셀원,100.0,69.0,17.0,9.0,0.0,0.0,23.0,전국통합,100g
헬라프 닭가슴살 매콤커리,100.0,114.0,7.14,3.98,1.51,18.05,557.0,전국통합,100g
헬라프 닭가슴살 오리지널훈제,100.0,110.0,2.9,2.5,1.2,22.0,340.0,전국통합,100g
헬라프 닭가슴살 카치아토레,100.0,97.0,3.17,0.94,0.95,18.87,425.0,전국통합,100g
헬로 레몬에이드,100.0,265.0,65.0,63.0,0.0,1.0,25.0,전국통합,100g
헬로 매실베이스,100.0,225.0,62.0,60.0,0.4,0.55,10.0,전국통합,100g
헬로 복숭아 아이스티 베이스,100.0,19.0,4.6,4.6,0.0,0.0,3.0,전국통합,100g
헤이헤이 딸기맛크림,100.0,470.0,63.0,30.0,22.0,10.0,117.0,전국통합,100g
헤이헤이 코코넛맛 크림,100.0,480.0,61.0,30.0,24.0,10.0,117.0,전국통합,100g
헤일로 달콤고소 블렌드,100.0,371.0,61.9,0.0,13.0,12.7,3.0,전국통합,100g
헤일로 탑 바닐라,100.0,80.0,16.0,8.0,1.3,2.0,47.0,전국통합,100g
헤일리즈 유기농 레몬 생강즙 스틱,100.0,19.0,3.39,0.89,0.13,1.06,3.0,전국통합,100g
헤일리즈 유기농 레몬 애사비,100.0,11.0,2.21,0.26,0.09,0.46,12.0,전국통합,100g
헤일리즈 유기농 레몬즙 스틱,100.0,30.0,5.84,1.56,0.58,0.39,5.0,전국통합,100g
헤일리즈 유기농 푸룬즙 스틱,100.0,68.0,16.28,9.56,0.03,0.72,3.0,전국통합,100g
헤즐넛,100.0,455.0,73.0,25.0,14.0,9.0,85.0,전국통합,100g
헤즐넛 프랄린 - 2257,100.0,521.0,53.0,52.0,31.0,7.5,0.0,전국통합,100g
헤즐넛마카롱,100.0,482.0,61.77,35.29,23.53,5.88,44.0,전국통합,100g
헤즐넛카페,100.0,172.0,17.78,14.44,10.0,2.22,28.0,전국통합,100g
헤즐넛쿠라우니,100.0,403.0,57.48,0.0,17.62,4.6,212.0,전국통합,100g
헤즐넛쿠키(신라),100.0,491.0,62.04,14.0,23.01,8.84,174.0,전국통합,100g
헤즐넛토핑도넛(2104780),100.0,268.0,28.0,11.0,15.6,4.0,720.0,전국통합,100g
헤즐넛토핑도넛(4250840),100.0,437.0,45.0,18.33,26.0,5.0,1100.0,전국통합,100g
헤지스 아이코닉 헬시 워터 해피,100.0,2.0,2.2,0.0,0.0,0.2,58.0,전국통합,100g
헤지스 아이코닉 헬시 워터 헬스,100.0,3.0,2.2,0.0,0.02,0.4,58.0,전국통합,100g
헤지스 아이코닉 헬시 워터 히어로,100.0,2.0,2.2,0.0,0.0,0.2,62.0,전국통합,100g
헤지스 트위드 라떼,100.0,53.0,7.88,7.88,1.7,1.52,67.0,전국통합,100g
헤지스 트위드 아메리카노,100.0,3.0,0.45,0.0,0.0,0.23,17.0,전국통합,100g
헤이카카오,100.0,486.0,62.0,18.6,21.0,12.0,4.0,전국통합,100g
헤이콘 버터&블랙페퍼,100.0,532.0,64.0,2.0,28.0,6.0,415.0,전국통합,100g
헤이콤보박스,100.0,137.0,19.5,3.1,4.1,5.6,335.0,전국통합,100g
헤이키즈박스,100.0,159.0,23.05,3.28,4.85,5.88,349.0,전국통합,100g
헤이파티 콜드브루,100.0,10.0,1.7,0.0,0.1,0.5,26.0,전국통합,100g
헤이푸드급식,100.0,188.0,27.95,3.08,4.59,6.92,408.0,전국통합,100g
헤이필드 구운란,100.0,139.0,4.5,0.0,6.6,15.1,242.0,전국통합,100g
헤이필드 그릭요거트 말차,100.0,211.0,16.55,11.1,11.43,10.53,24.0,전국통합,100g
헤이필드 그릭요거트 블루베리,100.0,206.0,6.37,5.24,14.84,11.74,28.0,전국통합,100g
헤이필드 그릭요거트 프리미엄 스위트,100.0,149.0,5.94,5.44,9.86,9.22,33.0,전국통합,100g
헤이필드 그릭요거트 프리미엄 플레인,100.0,121.0,9.92,6.1,5.47,8.14,72.0,전국통합,100g
헤이필드 그릭요거트 플레인,100.0,193.0,2.55,1.78,14.96,12.0,31.0,전국통합,100g
헤이필드 그릭요거트 플레인 소프트,100.0,142.0,7.13,2.56,8.73,8.83,31.0,전국통합,100g
헤이필드 그릭요거트 홍차,100.0,191.0,16.49,10.58,9.41,9.97,33.0,전국통합,100g
헤이필드 바질 스트링 치즈,100.0,291.0,9.49,1.21,18.0,22.83,491.0,전국통합,100g
헤이필드 크리머리  바스크 치즈케이크,100.0,296.0,37.0,21.0,15.0,2.0,122.0,전국통합,100g
헤이필드 크리머리  피스타치오 치즈케이크,100.0,296.0,37.0,21.0,15.0,3.0,122.0,전국통합,100g
헤이필드 크리머리 우베 치즈케이크,100.0,296.0,37.0,21.0,15.0,2.0,122.0,전국통합,100g
헤이필드 통밀식빵,100.0,236.0,44.11,4.89,1.78,10.97,144.0,전국통합,100g
헤이필드 트러플 스트링 치즈,100.0,292.0,9.39,1.33,18.33,22.27,598.0,전국통합,100g
헤이즐스틱,100.0,535.0,56.0,54.0,32.0,6.0,60.0,전국통합,100g
헤이쮸 말차향,100.0,411.0,82.14,53.57,7.86,2.5,164.0,전국통합,100g
헤이쯔마월병,100.0,394.0,45.0,30.0,22.0,1.0,102.0,전국통합,100g
헤이치킨,100.0,275.0,16.9,0.59,17.85,11.64,608.0,전국통합,100g
헤이칩스 망고,100.0,130.0,26.0,23.0,2.5,0.9,0.0,전국통합,100g
헤이칩스 바나나,100.0,182.0,31.0,14.0,6.0,1.0,0.0,전국통합,100g
헤이칩스 브로콜리,100.0,530.0,45.0,10.0,30.0,20.0,125.0,전국통합,100g
헤이칩스 어니언,100.0,111.0,11.0,6.0,7.0,1.0,40.0,전국통합,100g
헤이칩스 오크라,100.0,555.0,50.0,4.5,35.0,10.0,175.0,전국통합,100g
헤이칩스 잭프루트,100.0,140.0,23.0,7.0,4.5,2.0,0.0,전국통합,100g
헤이칩스 체리토마토,100.0,535.0,50.0,25.0,35.0,5.0,275.0,전국통합,100g
헤이칩스 파인애플,100.0,135.0,26.0,18.0,3.0,0.8,0.0,전국통합,100g
헤이즐넛향 초콜릿 아몬드,100.0,615.0,46.0,32.0,43.0,11.0,15.0,전국통합,100g
헤이즐넛향 커피,100.0,26.0,6.09,6.09,0.0,0.0,13.0,전국통합,100g
헤이즐넛향 핫초코 (SKU 356840),100.0,381.0,65.0,56.0,9.0,10.0,240.0,전국통합,100g
헤이즐넛향(Hazelnut Flavour Coffee Drink),100.0,30.0,7.34,6.38,0.01,0.15,14.0,전국통합,100g
헤이즐넛향블랙,100.0,29.0,6.84,6.2,0.06,0.37,24.0,전국통합,100g
헤이즐넛향스위트,100.0,4.0,0.72,0.0,0.01,0.22,12.0,전국통합,100g
헤이즐넛향시럽,100.0,247.0,64.0,55.0,0.0,0.0,0.0,전국통합,100g
헤이즐넛향커피땅콩,100.0,478.0,67.77,61.8,17.97,11.3,6.0,전국통합,100g
헤이즐넛향커피벤티,100.0,28.0,6.9,6.2,0.0,0.2,25.0,전국통합,100g
헤이즐넛휘낭시에,100.0,499.0,43.59,25.39,32.05,8.46,154.0,전국통합,100g
헤이즐럿살구쿠키,100.0,416.0,57.0,27.0,18.0,7.0,591.0,전국통합,100g
헤이즐럿향시럽,100.0,260.0,70.0,56.0,0.0,0.0,11.0,전국통합,100g
헤이즐럿향커피믹스,100.0,417.0,75.0,50.0,13.33,0.0,50.0,전국통합,100g
헤이즐로쉐 르뱅,100.0,272.0,57.23,1.85,1.54,8.31,812.0,전국통합,100g
헤이즐리,100.0,167.0,21.33,12.67,8.0,2.0,60.0,전국통합,100g
헤이즐넛크림빵,100.0,357.0,44.29,14.29,17.14,5.71,300.0,전국통합,100g
헤이즐넛크림시리얼밀크프랄린,100.0,530.0,61.0,57.0,30.0,4.0,100.0,전국통합,100g
헤이즐넛크림웨이퍼,100.0,485.0,65.07,46.0,22.0,5.6,160.0,전국통합,100g
헤이즐넛타르트,100.0,522.0,54.27,27.03,31.32,5.62,44.0,전국통합,100g
헤이즐넛티그레,100.0,392.0,42.41,17.44,20.36,9.89,288.0,전국통합,100g
헤이즐넛페이스트 (100G),100.0,699.0,17.0,5.0,63.0,16.0,0.0,전국통합,100g
헤이즐넛프랄린쿠키,100.0,501.0,63.0,25.49,24.01,8.14,106.0,전국통합,100g
헤이즐넛필링다크초콜릿,100.0,545.0,50.0,47.0,36.0,5.3,20.0,전국통합,100g
헤이즐넛필링도넛,100.0,478.0,45.0,21.0,30.0,6.9,344.0,전국통합,100g
헤이즐넛필링밀크초콜릿,100.0,535.0,47.0,45.0,35.0,8.1,52.0,전국통합,100g
헤이즐넛필링하트밀크초콜릿,100.0,535.0,47.0,45.0,35.0,8.1,52.0,전국통합,100g
헤이즐넛향,100.0,29.0,7.37,5.79,0.0,0.0,21.0,전국통합,100g
헤이즐넛향 1L 스위트 아메리카노 제로슈가,100.0,2.0,3.7,0.0,0.06,0.1,11.0,전국통합,100g
헤이즐넛향 매직 초콜릿,100.0,538.0,59.5,54.5,30.88,3.5,375.0,전국통합,100g
헤이즐넛향 시럽 - 750ml,100.0,330.0,79.2,79.2,1.0,1.0,7.0,전국통합,100g
헤이즐넛향 아메리카노,100.0,30.0,7.03,6.51,0.0,0.35,18.0,전국통합,100g
헤이즐넛초코치즈케이크,100.0,363.0,25.7,22.3,26.0,5.8,120.0,전국통합,100g
헤이즐넛초코크림,100.0,515.0,58.0,55.0,29.0,6.0,50.0,전국통합,100g
헤이즐넛초코프레첼,100.0,473.0,67.67,27.43,18.96,8.01,453.0,전국통합,100g
헤이즐넛초콜릿,100.0,566.0,46.0,42.0,38.0,10.0,200.0,전국통합,100g
헤이즐넛초콜릿 홀케이크,100.0,397.0,46.0,24.0,21.0,6.0,109.0,전국통합,100g
헤이즐넛초콜릿크리스피,100.0,541.0,55.0,47.0,33.0,6.0,76.0,전국통합,100g
헤이즐넛카라멜 오브니,100.0,442.0,53.0,38.0,23.0,5.0,235.0,전국통합,100g
헤이즐넛커피믹스,100.0,360.0,64.45,0.49,2.15,20.5,95.0,전국통합,100g
헤이즐넛코코넛,100.0,550.0,53.33,30.0,33.33,10.0,250.0,전국통합,100g
헤이즐넛쿠키,100.0,835.0,60.0,55.0,50.0,10.0,495.0,전국통합,100g
헤이즐넛크런치밀크초콜릿,100.0,535.0,58.0,57.0,31.0,6.0,40.0,전국통합,100g
헤이즐넛크레미노 젤라또,100.0,229.0,24.0,22.0,12.0,5.0,61.0,전국통합,100g
헤이즐넛크림&크런치카라멜밀크프랄린,100.0,541.0,62.0,61.0,30.0,4.0,104.0,전국통합,100g
헤이즐넛크림다크프랄린,100.0,530.0,61.0,57.0,30.0,4.0,100.0,전국통합,100g
헤이즐넛크림떡,100.0,271.0,50.32,26.43,6.04,3.91,253.0,전국통합,100g
헤이즐넛크림밀크프랄린,100.0,535.0,60.0,59.0,31.0,4.0,120.0,전국통합,100g
헤이즐넛빵,100.0,240.0,35.0,10.0,8.0,5.0,150.0,전국통합,100g
헤이즐넛샤블레쿠키(슈탕겐),100.0,580.0,50.83,20.0,37.5,9.17,93.0,전국통합,100g
헤이즐넛소보로빵,100.0,366.0,61.43,18.57,10.0,8.57,329.0,전국통합,100g
헤이즐넛소프트초콜릿,100.0,620.0,45.71,0.0,45.71,7.14,1.0,전국통합,100g
헤이즐넛쇼콜라,100.0,694.0,38.89,23.33,53.33,12.22,221.0,전국통합,100g
헤이즐넛쇼콜라(마늘),100.0,693.0,37.78,22.22,53.33,13.33,217.0,전국통합,100g
헤이즐넛쇼콜라케이크,100.0,512.0,55.0,24.0,23.0,9.0,119.0,전국통합,100g
